2910	1	5		
2911	1	5		
2912	1	5		
2913	1	3		
2914	2	5		
2915	2	5		
2916	2	2		
2917	2	2		
2918	2	5		
2919	1	3		
2920	1	2		
2921	2	1		
2922	1	5		
2923	1	5		
2924	1	5		
2925	1	5		
2926	2	5	500	
2927	2	5	520	
2928	2	5	500	
2929	1	5	500	
2930	1	2		
2931	1	2	519	
2932	2	5		
2933	2	5		
2934	2	5		
2935	1	5		
2936	2	5	500	
2937	1	5		
2938	2	1		
2939	2	5	490	
2940	1	5	700	
2941	1	1		
2942	2	5		
2943	1	2		
2944	1	1		
2945	2	5	1059	
2946	2	4	1059	
2947	1	1		
2948	1	5	700	
2949	2	2		
2950	2	1	1000	
2951	1	1		
2952	1	4	670	
2953	1	3	670	
2954	2	2		
2955	2	2		
2956	1	2		
2957	2	5		
2958	2	2	700	
2959	1	5		
2960	2	3		
2961	1	3		
2962	1	5		
2963	1	2	700	
2964	2	3	1500	
2965	1	1	800	
2966	2	2	300	
2967	2	2	1500	
2968	2	3	250	
2969	1	3		
2970	1	1	450	
2971	1	4		
2972	1	2		
2973	2	5	500	
2974	1	2		
2975	1	1	3000	
2976	1	3	300	
2977	1	2		
2978	1	2		
2979	1	2		
2980	1	5	500	
2981	2	5		
2982	2	4		
2983	1	2		
2984	2	5	850	
2985	1	5		
2986	2	2		
2987	1	5		
2988	1	2		
2989	1	5		
2990	1	5		
2991	1	5		
2992	1	4		
2993	2	2	771	
2994	1	4		
2995	1	2		
2996	2	5		
2997	1	2		
2998	1	4		
2999	2	4		
3000	1	3		
